//arm station octant half gap plane channel
1 0 7 1 0 2 44
1 0 7 1 1 2 44
1 0 7 1 2 0 42
1 0 7 1 2 0 43
1 0 7 1 2 2 44
1 1 0 0 0 0 3
1 1 0 0 0 0 6
1 1 0 0 0 0 7
1 1 0 0 0 0 8
1 1 0 0 0 0 91
1 1 0 0 0 2 11
1 1 0 0 0 2 12
1 1 0 0 1 0 10
1 1 0 0 1 0 4
1 1 0 0 1 0 5
1 1 0 0 1 0 6
1 1 0 0 1 0 7
1 1 0 0 1 0 8
1 1 0 0 1 0 9
1 1 0 0 1 2 10
1 1 0 0 1 2 6
1 1 0 0 1 2 7
1 1 0 0 1 2 8
1 1 0 0 1 2 9
1 1 0 0 2 0 3
1 1 0 0 2 0 6
1 1 0 0 2 0 7
1 1 0 0 2 0 8
1 1 0 0 2 2 11
1 1 0 0 2 2 12
1 1 0 0 2 2 13
1 1 0 0 2 2 29
1 1 0 0 2 2 9
1 1 0 1 0 0 2
1 1 0 1 0 0 91
1 1 0 1 0 0 92
1 1 0 1 0 0 93
1 1 0 1 0 2 89
1 1 0 1 1 0 2
1 1 0 1 1 0 3
1 1 0 1 1 0 66
1 1 0 1 1 0 67
1 1 0 1 1 0 90
1 1 0 1 1 0 91
1 1 0 1 1 0 92
1 1 0 1 1 0 93
1 1 0 1 1 2 2
1 1 0 1 1 2 6
1 1 0 1 1 2 89
1 1 0 1 1 2 90
1 1 0 1 1 2 91
1 1 0 1 2 0 2
1 1 0 1 2 0 92
1 1 0 1 2 0 93
1 1 0 1 2 2 84
1 1 0 1 2 2 85
1 1 0 1 2 2 86
1 1 0 1 2 2 87
1 1 2 0 0 0 10
1 1 2 0 0 0 4
1 1 2 0 0 0 5
1 1 2 0 0 0 6
1 1 2 0 0 0 7
1 1 2 0 0 0 8
1 1 2 0 0 0 9
1 1 2 0 0 0 90
1 1 2 0 0 0 92
1 1 2 0 0 0 93
1 1 2 0 0 2 10
1 1 2 0 0 2 11
1 1 2 0 0 2 12
1 1 2 0 0 2 13
1 1 2 0 0 2 14
1 1 2 0 0 2 15
1 1 2 0 0 2 6
1 1 2 0 0 2 7
1 1 2 0 0 2 8
1 1 2 0 0 2 9
1 1 2 0 1 0 10
1 1 2 0 1 0 2
1 1 2 0 1 0 3
1 1 2 0 1 0 7
1 1 2 0 1 0 8
1 1 2 0 1 0 9
1 1 2 0 1 0 91
1 1 2 0 1 2 10
1 1 2 0 1 2 13
1 1 2 0 1 2 4
1 1 2 0 1 2 5
1 1 2 0 1 2 9
1 1 2 0 1 2 92
1 1 2 0 1 2 93
1 1 2 0 2 0 10
1 1 2 0 2 0 6
1 1 2 0 2 0 7
1 1 2 0 2 0 8
1 1 2 0 2 0 9
1 1 2 0 2 0 93
1 1 2 0 2 2 10
1 1 2 0 2 2 11
1 1 2 0 2 2 12
1 1 2 0 2 2 13
1 1 2 0 2 2 14
1 1 2 0 2 2 15
1 1 2 0 2 2 16
1 1 2 0 2 2 17
1 1 2 0 2 2 18
1 1 2 0 2 2 9
1 1 2 1 0 0 4
1 1 2 1 0 0 6
1 1 2 1 0 0 88
1 1 2 1 0 0 89
1 1 2 1 0 0 90
1 1 2 1 0 0 91
1 1 2 1 0 0 92
1 1 2 1 0 0 93
1 1 2 1 0 2 2
1 1 2 1 0 2 86
1 1 2 1 0 2 87
1 1 2 1 0 2 88
1 1 2 1 0 2 89
1 1 2 1 1 0 2
1 1 2 1 1 0 3
1 1 2 1 1 0 4
1 1 2 1 1 0 6
1 1 2 1 1 0 7
1 1 2 1 1 0 87
1 1 2 1 1 0 92
1 1 2 1 1 0 93
1 1 2 1 1 2 4
1 1 2 1 1 2 90
1 1 2 1 1 2 91
1 1 2 1 2 0 2
1 1 2 1 2 0 3
1 1 2 1 2 0 4
1 1 2 1 2 0 6
1 1 2 1 2 0 89
1 1 2 1 2 0 90
1 1 2 1 2 0 91
1 1 2 1 2 0 92
1 1 2 1 2 0 93
1 1 2 1 2 2 83
1 1 2 1 2 2 84
1 1 2 1 2 2 85
1 1 2 1 2 2 87
1 1 2 1 2 2 88
1 1 3 0 0 2 5
1 1 3 0 1 0 75
1 1 3 0 1 2 2
1 1 3 0 2 0 1
1 1 3 0 2 0 92
1 1 3 0 2 0 93
1 1 3 1 0 0 2
1 1 3 1 0 0 90
1 1 3 1 0 0 91
1 1 3 1 0 0 92
1 1 3 1 0 2 1
1 1 3 1 0 2 86
1 1 3 1 0 2 87
1 1 3 1 0 2 88
1 1 3 1 0 2 89
1 1 3 1 0 2 90
1 1 3 1 1 0 2
1 1 3 1 1 0 89
1 1 3 1 1 0 90
1 1 3 1 1 0 91
1 1 3 1 1 0 92
1 1 3 1 1 0 93
1 1 3 1 1 2 1
1 1 3 1 1 2 88
1 1 3 1 1 2 89
1 1 3 1 1 2 90
1 1 3 1 1 2 91
1 1 3 1 2 0 2
1 1 3 1 2 0 5
1 1 3 1 2 0 90
1 1 3 1 2 0 91
1 1 3 1 2 0 93
1 1 3 1 2 0 94
1 1 3 1 2 2 81
1 1 3 1 2 2 82
1 1 3 1 2 2 83
1 1 3 1 2 2 84
1 1 3 1 2 2 85
1 1 3 1 2 2 86
1 1 3 1 2 2 87
1 1 3 1 2 2 88
1 1 4 0 0 0 6
1 1 4 0 0 0 8
1 1 4 0 0 0 93
1 1 4 0 0 2 11
1 1 4 0 0 2 15
1 1 4 0 0 2 6
1 1 4 0 0 2 7
1 1 4 0 0 2 94
1 1 4 0 1 0 5
1 1 4 0 1 0 6
1 1 4 0 1 0 93
1 1 4 0 2 0 2
1 1 4 0 2 0 3
1 1 4 0 2 0 6
1 1 4 0 2 0 7
1 1 4 0 2 0 93
1 1 4 0 2 2 11
1 1 4 0 2 2 12
1 1 4 0 2 2 13
1 1 4 0 2 2 69
1 1 4 0 2 2 72
1 1 4 0 2 2 77
1 1 4 1 0 0 2
1 1 4 1 0 0 93
1 1 4 1 0 2 87
1 1 4 1 0 2 88
1 1 4 1 1 0 2
1 1 4 1 2 0 2
1 1 4 1 2 0 51
1 1 4 1 2 0 91
1 1 4 1 2 0 92
1 1 4 1 2 2 84
1 1 4 1 2 2 85
1 1 4 1 2 2 86
1 1 4 1 2 2 87
1 1 5 0 0 2 4
1 1 5 0 0 2 5
1 1 5 0 0 2 6
1 1 5 0 1 2 2
1 1 5 0 1 2 3
1 1 5 0 1 2 93
1 1 5 0 2 0 2
1 1 5 0 2 2 5
1 1 5 0 2 2 6
1 1 5 1 1 0 2
1 1 5 1 1 0 3
1 1 6 0 0 0 3
1 1 6 0 0 0 4
1 1 6 0 0 0 8
1 1 6 0 0 0 9
1 1 6 0 0 2 13
1 1 6 0 0 2 15
1 1 6 0 0 2 7
1 1 6 0 0 2 8
1 1 6 0 0 2 9
1 1 6 0 0 2 94
1 1 6 0 1 0 2
1 1 6 0 1 0 3
1 1 6 0 1 0 4
1 1 6 0 1 0 5
1 1 6 0 1 0 6
1 1 6 0 1 0 7
1 1 6 0 1 0 8
1 1 6 0 1 0 9
1 1 6 0 1 0 92
1 1 6 0 1 0 93
1 1 6 0 1 2 10
1 1 6 0 1 2 11
1 1 6 0 1 2 4
1 1 6 0 1 2 5
1 1 6 0 1 2 6
1 1 6 0 1 2 7
1 1 6 0 1 2 8
1 1 6 0 1 2 9
1 1 6 0 1 2 93
1 1 6 0 2 0 2
1 1 6 0 2 0 3
1 1 6 0 2 0 4
1 1 6 0 2 0 5
1 1 6 0 2 0 7
1 1 6 0 2 0 8
1 1 6 0 2 0 9
1 1 6 0 2 0 90
1 1 6 0 2 0 92
1 1 6 0 2 0 93
1 1 6 0 2 2 10
1 1 6 0 2 2 11
1 1 6 0 2 2 13
1 1 6 0 2 2 14
1 1 6 0 2 2 16
1 1 6 0 2 2 8
1 1 6 0 2 2 9
1 1 6 1 0 0 2
1 1 6 1 0 0 3
1 1 6 1 0 0 4
1 1 6 1 0 0 5
1 1 6 1 0 0 87
1 1 6 1 0 0 88
1 1 6 1 0 2 1
1 1 6 1 0 2 83
1 1 6 1 0 2 84
1 1 6 1 0 2 85
1 1 6 1 0 2 86
1 1 6 1 0 2 87
1 1 6 1 0 2 88
1 1 6 1 0 2 89
1 1 6 1 1 0 2
1 1 6 1 1 0 3
1 1 6 1 1 0 4
1 1 6 1 1 0 5
1 1 6 1 1 0 87
1 1 6 1 1 0 90
1 1 6 1 1 0 91
1 1 6 1 1 0 92
1 1 6 1 1 0 93
1 1 6 1 1 2 2
1 1 6 1 1 2 3
1 1 6 1 1 2 85
1 1 6 1 1 2 86
1 1 6 1 1 2 87
1 1 6 1 1 2 88
1 1 6 1 1 2 89
1 1 6 1 1 2 90
1 1 6 1 2 0 2
1 1 6 1 2 0 3
1 1 6 1 2 0 4
1 1 6 1 2 0 5
1 1 6 1 2 0 6
1 1 6 1 2 0 90
1 1 6 1 2 0 91
1 1 6 1 2 0 92
1 1 6 1 2 2 80
1 1 6 1 2 2 81
1 1 6 1 2 2 82
1 1 6 1 2 2 83
1 1 6 1 2 2 84
1 1 6 1 2 2 85
1 1 6 1 2 2 86
1 1 6 1 2 2 87
1 1 6 1 2 2 88
1 1 7 0 0 0 2
1 1 7 0 0 0 3
1 1 7 0 0 0 93
1 1 7 0 0 2 4
1 1 7 0 0 2 5
1 1 7 0 0 2 6
1 1 7 0 1 2 2
1 1 7 0 2 0 92
1 1 7 0 2 0 93
1 1 7 0 2 2 5
1 1 7 0 2 2 6
1 1 7 0 2 2 72
1 1 7 1 0 0 2
1 1 7 1 0 0 90
1 1 7 1 0 0 94
1 1 7 1 0 2 86
1 1 7 1 0 2 89
1 1 7 1 0 2 92
1 1 7 1 1 0 2
1 1 7 1 1 0 94
1 1 7 1 1 2 86
1 1 7 1 1 2 88
1 1 7 1 2 0 93
1 1 7 1 2 0 94
1 1 7 1 2 2 18
1 1 7 1 2 2 83
1 2 0 0 0 0 151
1 2 0 0 0 0 152
1 2 0 0 0 0 153
1 2 0 0 0 0 154
1 2 0 0 0 0 155
1 2 0 0 0 0 156
1 2 0 0 0 2 155
1 2 0 0 0 2 156
1 2 0 0 0 2 157
1 2 0 0 0 2 2
1 2 0 0 0 2 3
1 2 0 0 0 2 4
1 2 0 0 0 2 5
1 2 0 0 1 0 152
1 2 0 0 1 0 153
1 2 0 0 1 0 154
1 2 0 0 1 0 155
1 2 0 0 1 0 156
1 2 0 0 1 2 1
1 2 0 0 1 2 156
1 2 0 0 1 2 157
1 2 0 0 1 2 158
1 2 0 0 1 2 2
1 2 0 0 1 2 3
1 2 0 0 1 2 4
1 2 0 1 0 0 4
1 2 0 1 0 0 5
1 2 0 1 0 0 8
1 2 0 1 0 2 156
1 2 0 1 0 2 157
1 2 0 1 0 2 158
1 2 0 1 0 2 3
1 2 0 1 1 0 3
1 2 0 1 1 0 4
1 2 0 1 1 0 5
1 2 0 1 1 0 8
1 2 0 1 1 2 154
1 2 0 1 1 2 157
1 2 0 1 1 2 2
1 2 0 1 1 2 3
1 2 2 0 0 0 135
1 2 2 0 0 0 136
1 2 2 0 0 0 137
1 2 2 0 0 0 138
1 2 2 0 0 0 139
1 2 2 0 0 0 140
1 2 2 0 0 0 141
1 2 2 0 0 0 144
1 2 2 0 0 0 145
1 2 2 0 0 0 146
1 2 2 0 0 0 147
1 2 2 0 0 0 148
1 2 2 0 0 0 149
1 2 2 0 0 0 150
1 2 2 0 0 0 151
1 2 2 0 0 0 152
1 2 2 0 0 0 153
1 2 2 0 0 0 154
1 2 2 0 0 0 155
1 2 2 0 0 0 156
1 2 2 0 0 2 1
1 2 2 0 0 2 148
1 2 2 0 0 2 149
1 2 2 0 0 2 153
1 2 2 0 0 2 154
1 2 2 0 0 2 155
1 2 2 0 0 2 156
1 2 2 0 0 2 157
1 2 2 0 0 2 7
1 2 2 0 1 0 135
1 2 2 0 1 0 136
1 2 2 0 1 0 137
1 2 2 0 1 0 138
1 2 2 0 1 0 139
1 2 2 0 1 0 140
1 2 2 0 1 0 141
1 2 2 0 1 0 142
1 2 2 0 1 0 143
1 2 2 0 1 0 144
1 2 2 0 1 0 145
1 2 2 0 1 0 146
1 2 2 0 1 0 147
1 2 2 0 1 0 148
1 2 2 0 1 0 149
1 2 2 0 1 0 150
1 2 2 0 1 0 151
1 2 2 0 1 0 152
1 2 2 0 1 0 153
1 2 2 0 1 0 154
1 2 2 0 1 0 155
1 2 2 0 1 2 1
1 2 2 0 1 2 149
1 2 2 0 1 2 150
1 2 2 0 1 2 151
1 2 2 0 1 2 152
1 2 2 0 1 2 153
1 2 2 0 1 2 154
1 2 2 0 1 2 155
1 2 2 0 1 2 156
1 2 2 0 1 2 157
1 2 2 0 1 2 2
1 2 2 0 1 2 3
1 2 2 1 0 0 1
1 2 2 1 0 0 10
1 2 2 1 0 0 11
1 2 2 1 0 0 12
1 2 2 1 0 0 15
1 2 2 1 0 0 16
1 2 2 1 0 0 17
1 2 2 1 0 0 18
1 2 2 1 0 0 2
1 2 2 1 0 0 3
1 2 2 1 0 0 4
1 2 2 1 0 0 5
1 2 2 1 0 0 6
1 2 2 1 0 0 7
1 2 2 1 0 0 8
1 2 2 1 0 0 9
1 2 2 1 0 2 1
1 2 2 1 0 2 153
1 2 2 1 0 2 154
1 2 2 1 0 2 158
1 2 2 1 0 2 2
1 2 2 1 0 2 3
1 2 2 1 0 2 4
1 2 2 1 0 2 5
1 2 2 1 1 0 1
1 2 2 1 1 0 10
1 2 2 1 1 0 11
1 2 2 1 1 0 14
1 2 2 1 1 0 19
1 2 2 1 1 0 2
1 2 2 1 1 0 3
1 2 2 1 1 0 4
1 2 2 1 1 0 5
1 2 2 1 1 0 6
1 2 2 1 1 0 7
1 2 2 1 1 0 8
1 2 2 1 1 0 9
1 2 2 1 1 2 1
1 2 2 1 1 2 154
1 2 2 1 1 2 155
1 2 2 1 1 2 158
1 2 2 1 1 2 2
1 2 2 1 1 2 3
1 2 2 1 1 2 4
1 2 2 1 1 2 5
1 2 2 1 1 2 6
1 2 3 0 0 0 1
1 2 3 0 0 0 148
1 2 3 0 0 0 149
1 2 3 0 0 0 154
1 2 3 0 0 0 155
1 2 3 0 0 0 156
1 2 3 0 0 2 1
1 2 3 0 0 2 156
1 2 3 0 0 2 157
1 2 3 0 0 2 158
1 2 3 0 0 2 2
1 2 3 0 0 2 3
1 2 3 0 0 2 4
1 2 3 0 0 2 5
1 2 3 0 0 2 6
1 2 3 0 0 2 7
1 2 3 0 0 2 8
1 2 3 0 0 2 9
1 2 3 0 1 0 148
1 2 3 0 1 0 149
1 2 3 0 1 0 150
1 2 3 0 1 0 153
1 2 3 0 1 0 154
1 2 3 0 1 0 155
1 2 3 0 1 0 156
1 2 3 0 1 2 1
1 2 3 0 1 2 157
1 2 3 0 1 2 158
1 2 3 0 1 2 2
1 2 3 0 1 2 3
1 2 3 0 1 2 4
1 2 3 0 1 2 5
1 2 3 0 1 2 6
1 2 3 0 1 2 7
1 2 3 0 1 2 8
1 2 3 0 1 2 9
1 2 3 1 0 0 2
1 2 3 1 0 0 3
1 2 3 1 0 0 6
